Title2,Title_URL,Number,Number1,Number2,cardschool__departmentsc19lmz2k0,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15,Field
Hilary Gopnik,https://www.ratemyprofessors.com/professor/2109113,QUALITY,4.2,3 ratings,Anthropology,Emory University,"0%
would take again",0%,"2.3
level of difficulty",2.3,4.2
Patrick Oates,https://www.ratemyprofessors.com/professor/2109422,QUALITY,,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Phillip Thompson,https://www.ratemyprofessors.com/professor/2112955,QUALITY,,1 ratings,Religion,Emory University,"N/A
would take again",N/A,"3
level of difficulty",3,3
Aaron Shepherd,https://www.ratemyprofessors.com/professor/2113146,QUALITY,5,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
Roselyne Gerazime,https://www.ratemyprofessors.com/professor/2166004,QUALITY,5,2 ratings,French,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
Tzvetana Rakovski,https://www.ratemyprofessors.com/professor/2166956,QUALITY,,4 ratings,Economics,Emory University,"0%
would take again",0%,"2.7
level of difficulty",2.7,1
Sally Radell,https://www.ratemyprofessors.com/professor/2171340,QUALITY,4,4 ratings,Fine Arts,Emory University,"75%
would take again",75%,"2
level of difficulty",2,4
Paul Bruno,https://www.ratemyprofessors.com/professor/2171706,QUALITY,,10 ratings,Mathematics,Emory University,"60%
would take again",60%,"3.1
level of difficulty",3.1,3.6
Kevin Corrigan,https://www.ratemyprofessors.com/professor/2172001,QUALITY,4.5,4 ratings,Humanities,Emory University,"100%
would take again",100%,"1
level of difficulty",1,4.5
Hilary King,https://www.ratemyprofessors.com/professor/2176096,QUALITY,,2 ratings,Anthropology,Emory University,"0%
would take again",0%,"3
level of difficulty",3,3
Zachary Bowersox,https://www.ratemyprofessors.com/professor/2177189,QUALITY,4.5,10 ratings,Political Science,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6,4.5
Bradley Elliott,https://www.ratemyprofessors.com/professor/2178070,QUALITY,4.6,11 ratings,Mathematics,Emory University,"91%
would take again",91%,"3.2
level of difficulty",3.2,4.6
Rebecca McGlynn,https://www.ratemyprofessors.com/professor/2182173,QUALITY,,3 ratings,English,Emory University,"67%
would take again",67%,"3.3
level of difficulty",3.3,3.7
Rachel Parrish,https://www.ratemyprofessors.com/professor/2183018,QUALITY,,1 ratings,Theater,Emory University,"0%
would take again",0%,"3
level of difficulty",3,3
Madelyn Houser,https://www.ratemyprofessors.com/professor/2187557,QUALITY,5,2 ratings,Biology,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
Alyssa Duck,https://www.ratemyprofessors.com/professor/2188142,QUALITY,4.2,6 ratings,English,Emory University,"84%
would take again",84%,"3.7
level of difficulty",3.7,4.2
Chris Koczor,https://www.ratemyprofessors.com/professor/2188943,QUALITY,,0 ratings,Biology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Demetrius Lewis,https://www.ratemyprofessors.com/professor/2191407,QUALITY,,1 ratings,Business,Emory University,"0%
would take again",0%,"5
level of difficulty",5,1
Michelle Schreiber,https://www.ratemyprofessors.com/professor/2191946,QUALITY,4.7,3 ratings,Film,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,4.7
Eilaf Egap,https://www.ratemyprofessors.com/professor/2192438,QUALITY,,2 ratings,Chemistry,Emory University,"0%
would take again",0%,"3.5
level of difficulty",3.5,3
Garth Tissol,https://www.ratemyprofessors.com/professor/2139987,QUALITY,4.8,5 ratings,Languages,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2,4.8
Zainab Delawalla,https://www.ratemyprofessors.com/professor/2140290,QUALITY,,13 ratings,Psychology,Emory University,"62%
would take again",62%,"3.2
level of difficulty",3.2,3.3
Scott Kugle,https://www.ratemyprofessors.com/professor/2140684,QUALITY,5,2 ratings,Middle Eastern Studies,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Marion Creekmore Jr,https://www.ratemyprofessors.com/professor/2140687,QUALITY,5,1 ratings,Political Science,Emory University,"N/A
would take again",N/A,"2
level of difficulty",2,5
John Duncan,https://www.ratemyprofessors.com/professor/2143420,QUALITY,4.2,5 ratings,Mathematics,Emory University,"75%
would take again",75%,"3.6
level of difficulty",3.6,4.2
Irem Ebeturk,https://www.ratemyprofessors.com/professor/2144442,QUALITY,5,3 ratings,Sociology,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
Benjamin Clary,https://www.ratemyprofessors.com/professor/2146301,QUALITY,,0 ratings,Literature,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Danielle Jung,https://www.ratemyprofessors.com/professor/2148215,QUALITY,4.6,7 ratings,Political Science,Emory University,"100%
would take again",100%,"3.4
level of difficulty",3.4,4.6
Cassidy Puckett,https://www.ratemyprofessors.com/professor/2205209,QUALITY,,17 ratings,Sociology,Emory University,"48%
would take again",48%,"3.1
level of difficulty",3.1,3.2
Osman Nemli,https://www.ratemyprofessors.com/professor/2205234,QUALITY,4.7,6 ratings,Philosophy,Emory University,"100%
would take again",100%,"3.2
level of difficulty",3.2,4.7
Seth Goss,https://www.ratemyprofessors.com/professor/2205640,QUALITY,,7 ratings,Languages,Emory University,"56%
would take again",56%,"3.1
level of difficulty",3.1,2.3
Madison Elkins,https://www.ratemyprofessors.com/professor/2206314,QUALITY,5,2 ratings,English,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,5
Nauzet Alvarado,https://www.ratemyprofessors.com/professor/2208111,QUALITY,5,1 ratings,Spanish,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Harumi Miyake,https://www.ratemyprofessors.com/professor/2208942,QUALITY,4.3,4 ratings,Languages,Emory University,"50%
would take again",50%,"3.2
level of difficulty",3.2,4.3
Hao Huang,https://www.ratemyprofessors.com/professor/2209513,QUALITY,,3 ratings,Mathematics,Emory University,"67%
would take again",67%,"4.3
level of difficulty",4.3,3
Martine Brownley,https://www.ratemyprofessors.com/professor/2211534,QUALITY,4,2 ratings,English,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5,4
Nieves Prados,https://www.ratemyprofessors.com/professor/2165426,QUALITY,4.3,4 ratings,Spanish,Emory University,"100%
would take again",100%,"2.8
level of difficulty",2.8,4.3
Michael Heaven,https://www.ratemyprofessors.com/professor/2167322,QUALITY,,14 ratings,Chemistry,Emory University,"53%
would take again",53%,"2.9
level of difficulty",2.9,3.4
Subha Xavier,https://www.ratemyprofessors.com/professor/2192441,QUALITY,,3 ratings,French,Emory University,"25%
would take again",25%,"4.3
level of difficulty",4.3,3.3
Jesse Bockstedt,https://www.ratemyprofessors.com/professor/2193330,QUALITY,4.6,5 ratings,Business Administration,Emory University,"100%
would take again",100%,"3
level of difficulty",3,4.6
Tracey Laird,https://www.ratemyprofessors.com/professor/2193573,QUALITY,4,1 ratings,Music,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4
Justin Shaw,https://www.ratemyprofessors.com/professor/2194619,QUALITY,,14 ratings,English,Emory University,"50%
would take again",50%,"2.6
level of difficulty",2.6,3
Michael Treadway,https://www.ratemyprofessors.com/professor/2194892,QUALITY,4.7,10 ratings,Psychology,Emory University,"86%
would take again",86%,"3.3
level of difficulty",3.3,4.7
Margaret Callahan,https://www.ratemyprofessors.com/professor/2196306,QUALITY,4,2 ratings,Mathematics,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5,4
Sahar Hassanin,https://www.ratemyprofessors.com/professor/2196873,QUALITY,,16 ratings,Economics,Emory University,"63%
would take again",63%,"3.1
level of difficulty",3.1,3.3
Fernando Valverde Rodriguez,https://www.ratemyprofessors.com/professor/2199966,QUALITY,5,5 ratings,Spanish,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8,5
Jireh Holder,https://www.ratemyprofessors.com/professor/2202332,QUALITY,5,1 ratings,Theater,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
Josh Maxwell,https://www.ratemyprofessors.com/professor/2203803,QUALITY,5,1 ratings,Biology,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
Eric Goldstein,https://www.ratemyprofessors.com/professor/2253205,QUALITY,,5 ratings,History,Emory University,"60%
would take again",60%,"2.8
level of difficulty",2.8,2.8
Jennifer Meeks,https://www.ratemyprofessors.com/professor/2253574,QUALITY,5,4 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
Allison Roberts,https://www.ratemyprofessors.com/professor/2256053,QUALITY,5,3 ratings,Sociology,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
﻿Joon Chung,https://www.ratemyprofessors.com/professor/2256058,QUALITY,4.5,2 ratings,Sociology,Emory University,"100%
would take again",100%,"2
level of difficulty",2,4.5
Lucilla Pan,https://www.ratemyprofessors.com/professor/2257217,QUALITY,,1 ratings,Philosophy,Emory University,"0%
would take again",0%,"4
level of difficulty",4,3
Leah Williams,https://www.ratemyprofessors.com/professor/2257907,QUALITY,5,5 ratings,Chemistry,Emory University,"100%
would take again",100%,"3.8
level of difficulty",3.8,5
Catherine Fullarton,https://www.ratemyprofessors.com/professor/2262020,QUALITY,,2 ratings,Philosophy,Emory University,"50%
would take again",50%,"3
level of difficulty",3,3.5
Dietrich Stout,https://www.ratemyprofessors.com/professor/2262540,QUALITY,,0 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Mukasa Mubiromusoke,https://www.ratemyprofessors.com/professor/2220576,QUALITY,5,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Edward Owens,https://www.ratemyprofessors.com/professor/2222439,QUALITY,,5 ratings,Business,Emory University,"40%
would take again",40%,"3.8
level of difficulty",3.8,2.8
Whitney Ronshagen,https://www.ratemyprofessors.com/professor/2225045,QUALITY,5,2 ratings,Philosophy,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Adam Yurevich,https://www.ratemyprofessors.com/professor/2225235,QUALITY,,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Elizabeth Noell,https://www.ratemyprofessors.com/professor/2225237,QUALITY,4.8,6 ratings,Physical Education,Emory University,"100%
would take again",100%,"1.2
level of difficulty",1.2,4.8
Yu Li,https://www.ratemyprofessors.com/professor/2225877,QUALITY,,2 ratings,Languages,Emory University,"50%
would take again",50%,"3.5
level of difficulty",3.5,3.5
Richard Doner,https://www.ratemyprofessors.com/professor/2226693,QUALITY,5,3 ratings,Political Science,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3,5
Kalpana Narayanan,https://www.ratemyprofessors.com/professor/2229418,QUALITY,5,2 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Yolanda Buggs,https://www.ratemyprofessors.com/professor/2268867,QUALITY,,0 ratings,Writing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Hank Klibanoff,https://www.ratemyprofessors.com/professor/2268868,QUALITY,4.7,3 ratings,Writing,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7,4.7
Yevgeny Agichtein,https://www.ratemyprofessors.com/professor/2269011,QUALITY,,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Morgan Vaughn,https://www.ratemyprofessors.com/professor/2270315,QUALITY,5,1 ratings,Chemistry,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
John Ridgway,https://www.ratemyprofessors.com/professor/2273136,QUALITY,,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Joan Reed,https://www.ratemyprofessors.com/professor/2273138,QUALITY,,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Jen Heemstra,https://www.ratemyprofessors.com/professor/2274246,QUALITY,,0 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Reuben Sass,https://www.ratemyprofessors.com/professor/2276839,QUALITY,4.3,6 ratings,Philosophy,Emory University,"84%
would take again",84%,"2.3
level of difficulty",2.3,4.3
Umesh Gangishetti,https://www.ratemyprofessors.com/professor/2240865,QUALITY,,5 ratings,Biology,Emory University,"60%
would take again",60%,"3.4
level of difficulty",3.4,3.4
Paul Bhasin,https://www.ratemyprofessors.com/professor/2240871,QUALITY,4.6,7 ratings,Music,Emory University,"86%
would take again",86%,"3
level of difficulty",3,4.6
Eric Reynolds,https://www.ratemyprofessors.com/professor/2242412,QUALITY,5,3 ratings,Literature,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
Rachel Dudley,https://www.ratemyprofessors.com/professor/2242607,QUALITY,,1 ratings,Women's Studies,Emory University,"0%
would take again",0%,"1
level of difficulty",1,1
Anil Mehta,https://www.ratemyprofessors.com/professor/2243455,QUALITY,,0 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Mark Sanders,https://www.ratemyprofessors.com/professor/2245827,QUALITY,,0 ratings,Ethnic Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Madeline Locus Dawsey,https://www.ratemyprofessors.com/professor/2246416,QUALITY,5,4 ratings,Mathematics,Emory University,"100%
would take again",100%,"3
level of difficulty",3,5
Heather Julien,https://www.ratemyprofessors.com/professor/2246423,QUALITY,4.5,2 ratings,English,Emory University,"50%
would take again",50%,"2.5
level of difficulty",2.5,4.5
Lynna Williams,https://www.ratemyprofessors.com/professor/2246818,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Astrid Eckert,https://www.ratemyprofessors.com/professor/2248018,QUALITY,4.2,6 ratings,History,Emory University,"88%
would take again",88%,"2.5
level of difficulty",2.5,4.2
David Fisher,https://www.ratemyprofessors.com/professor/2248797,QUALITY,4.7,7 ratings,English,Emory University,"100%
would take again",100%,"2.1
level of difficulty",2.1,4.7
Ariel Fristoe,https://www.ratemyprofessors.com/professor/2248800,QUALITY,5,1 ratings,Theater,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
John Bernau,https://www.ratemyprofessors.com/professor/2250625,QUALITY,,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Amy Li,https://www.ratemyprofessors.com/professor/2252101,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Emily Weinert,https://www.ratemyprofessors.com/professor/2264455,QUALITY,,0 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Meleah Hickman,https://www.ratemyprofessors.com/professor/2264456,QUALITY,,4 ratings,Biology,Emory University,"0%
would take again",0%,"4.3
level of difficulty",4.3,1
John Kim,https://www.ratemyprofessors.com/professor/2265801,QUALITY,5,2 ratings,Economics,Emory University,"100%
would take again",100%,"4
level of difficulty",4,5
Ronald Young,https://www.ratemyprofessors.com/professor/2267213,QUALITY,5,1 ratings,Physical Education,Emory University,"100%
would take again",100%,"1
level of difficulty",1,5
Daniel Reines,https://www.ratemyprofessors.com/professor/2267578,QUALITY,,0 ratings,Medicine,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Laura McKee,https://www.ratemyprofessors.com/professor/2268861,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Laurel Snyder,https://www.ratemyprofessors.com/professor/2268862,QUALITY,,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
William Wright,https://www.ratemyprofessors.com/professor/2268863,QUALITY,5,3 ratings,English,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,5
Brian Heston,https://www.ratemyprofessors.com/professor/2268865,QUALITY,,0 ratings,Writing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0,0
Jeffrey Davis,https://www.ratemyprofessors.com/professor/2318334,QUALITY,4.7,7 ratings,Mathematics,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6,4.7
Gene Gettler,https://www.ratemyprofessors.com/professor/2319260,QUALITY,5,2 ratings,Physical Education,Emory University,"100%
would take again",100%,"2
level of difficulty",2,5
Shai Cohen,https://www.ratemyprofessors.com/professor/2323514,QUALITY,4.3,3 ratings,Languages,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3,4.3
