professor,Title_URL,rating,numRating,Department,cardschool__schoolsc19lmz2k1,cardfeedback__cardfeedbackitemlq6nix1,cardfeedback__cardfeedbackitemlq6nix13,cardfeedback__cardfeedbackitemlq6nix14,cardfeedback__cardfeedbackitemlq6nix15
Harumi Miyake,https://www.ratemyprofessors.com/professor/2208942,4.3,4 ratings,Languages,Emory University,"50%
would take again",50%,"3.2
level of difficulty",3.2
Hao Huang,https://www.ratemyprofessors.com/professor/2209513,3,3 ratings,Mathematics,Emory University,"67%
would take again",67%,"4.3
level of difficulty",4.3
Martine Brownley,https://www.ratemyprofessors.com/professor/2211534,4,2 ratings,English,Emory University,"100%
would take again",100%,"3.5
level of difficulty",3.5
Nieves Prados,https://www.ratemyprofessors.com/professor/2165426,4.3,4 ratings,Spanish,Emory University,"100%
would take again",100%,"2.8
level of difficulty",2.8
Michael Heaven,https://www.ratemyprofessors.com/professor/2167322,3.4,14 ratings,Chemistry,Emory University,"53%
would take again",53%,"2.9
level of difficulty",2.9
Subha Xavier,https://www.ratemyprofessors.com/professor/2192441,3.3,3 ratings,French,Emory University,"25%
would take again",25%,"4.3
level of difficulty",4.3
Jesse Bockstedt,https://www.ratemyprofessors.com/professor/2193330,4.6,5 ratings,Business Administration,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Tracey Laird,https://www.ratemyprofessors.com/professor/2193573,4,1 ratings,Music,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Justin Shaw,https://www.ratemyprofessors.com/professor/2194619,3,14 ratings,English,Emory University,"50%
would take again",50%,"2.6
level of difficulty",2.6
Michael Treadway,https://www.ratemyprofessors.com/professor/2194892,4.7,10 ratings,Psychology,Emory University,"86%
would take again",86%,"3.3
level of difficulty",3.3
Margaret Callahan,https://www.ratemyprofessors.com/professor/2196306,4,2 ratings,Mathematics,Emory University,"100%
would take again",100%,"2.5
level of difficulty",2.5
Sahar Hassanin,https://www.ratemyprofessors.com/professor/2196873,3.3,16 ratings,Economics,Emory University,"63%
would take again",63%,"3.1
level of difficulty",3.1
Fernando Valverde Rodriguez,https://www.ratemyprofessors.com/professor/2199966,5,5 ratings,Spanish,Emory University,"100%
would take again",100%,"1.8
level of difficulty",1.8
Jireh Holder,https://www.ratemyprofessors.com/professor/2202332,5,1 ratings,Theater,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Josh Maxwell,https://www.ratemyprofessors.com/professor/2203803,5,1 ratings,Biology,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Eric Goldstein,https://www.ratemyprofessors.com/professor/2253205,2.8,5 ratings,History,Emory University,"60%
would take again",60%,"2.8
level of difficulty",2.8
Jennifer Meeks,https://www.ratemyprofessors.com/professor/2253574,5,4 ratings,Philosophy,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
Allison Roberts,https://www.ratemyprofessors.com/professor/2256053,5,3 ratings,Sociology,Emory University,"100%
would take again",100%,"3
level of difficulty",3
﻿Joon Chung,https://www.ratemyprofessors.com/professor/2256058,4.5,2 ratings,Sociology,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Lucilla Pan,https://www.ratemyprofessors.com/professor/2257217,3,1 ratings,Philosophy,Emory University,"0%
would take again",0%,"4
level of difficulty",4
Leah Williams,https://www.ratemyprofessors.com/professor/2257907,5,5 ratings,Chemistry,Emory University,"100%
would take again",100%,"3.8
level of difficulty",3.8
Catherine Fullarton,https://www.ratemyprofessors.com/professor/2262020,3.5,2 ratings,Philosophy,Emory University,"50%
would take again",50%,"3
level of difficulty",3
Dietrich Stout,https://www.ratemyprofessors.com/professor/2262540,0,0 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Mukasa Mubiromusoke,https://www.ratemyprofessors.com/professor/2220576,5,3 ratings,Philosophy,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Edward Owens,https://www.ratemyprofessors.com/professor/2222439,2.8,5 ratings,Business,Emory University,"40%
would take again",40%,"3.8
level of difficulty",3.8
Whitney Ronshagen,https://www.ratemyprofessors.com/professor/2225045,5,2 ratings,Philosophy,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Adam Yurevich,https://www.ratemyprofessors.com/professor/2225235,0,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Elizabeth Noell,https://www.ratemyprofessors.com/professor/2225237,4.8,6 ratings,Physical Education,Emory University,"100%
would take again",100%,"1.2
level of difficulty",1.2
Yu Li,https://www.ratemyprofessors.com/professor/2225877,3.5,2 ratings,Languages,Emory University,"50%
would take again",50%,"3.5
level of difficulty",3.5
Richard Doner,https://www.ratemyprofessors.com/professor/2226693,5,3 ratings,Political Science,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Kalpana Narayanan,https://www.ratemyprofessors.com/professor/2229418,5,2 ratings,English,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Yolanda Buggs,https://www.ratemyprofessors.com/professor/2268867,0,0 ratings,Writing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Hank Klibanoff,https://www.ratemyprofessors.com/professor/2268868,4.7,3 ratings,Writing,Emory University,"100%
would take again",100%,"3.7
level of difficulty",3.7
Yevgeny Agichtein,https://www.ratemyprofessors.com/professor/2269011,0,0 ratings,Computer Science,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Morgan Vaughn,https://www.ratemyprofessors.com/professor/2270315,5,1 ratings,Chemistry,Emory University,"100%
would take again",100%,"4
level of difficulty",4
John Ridgway,https://www.ratemyprofessors.com/professor/2273136,0,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Joan Reed,https://www.ratemyprofessors.com/professor/2273138,0,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Jen Heemstra,https://www.ratemyprofessors.com/professor/2274246,0,0 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Reuben Sass,https://www.ratemyprofessors.com/professor/2276839,4.3,6 ratings,Philosophy,Emory University,"84%
would take again",84%,"2.3
level of difficulty",2.3
Umesh Gangishetti,https://www.ratemyprofessors.com/professor/2240865,3.4,5 ratings,Biology,Emory University,"60%
would take again",60%,"3.4
level of difficulty",3.4
Paul Bhasin,https://www.ratemyprofessors.com/professor/2240871,4.6,7 ratings,Music,Emory University,"86%
would take again",86%,"3
level of difficulty",3
Eric Reynolds,https://www.ratemyprofessors.com/professor/2242412,5,3 ratings,Literature,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Rachel Dudley,https://www.ratemyprofessors.com/professor/2242607,1,1 ratings,Women's Studies,Emory University,"0%
would take again",0%,"1
level of difficulty",1
Anil Mehta,https://www.ratemyprofessors.com/professor/2243455,0,0 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Mark Sanders,https://www.ratemyprofessors.com/professor/2245827,0,0 ratings,Ethnic Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Madeline Locus Dawsey,https://www.ratemyprofessors.com/professor/2246416,5,4 ratings,Mathematics,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Heather Julien,https://www.ratemyprofessors.com/professor/2246423,4.5,2 ratings,English,Emory University,"50%
would take again",50%,"2.5
level of difficulty",2.5
Lynna Williams,https://www.ratemyprofessors.com/professor/2246818,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Astrid Eckert,https://www.ratemyprofessors.com/professor/2248018,4.2,6 ratings,History,Emory University,"88%
would take again",88%,"2.5
level of difficulty",2.5
David Fisher,https://www.ratemyprofessors.com/professor/2248797,4.7,7 ratings,English,Emory University,"100%
would take again",100%,"2.1
level of difficulty",2.1
Ariel Fristoe,https://www.ratemyprofessors.com/professor/2248800,5,1 ratings,Theater,Emory University,"100%
would take again",100%,"1
level of difficulty",1
John Bernau,https://www.ratemyprofessors.com/professor/2250625,0,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Amy Li,https://www.ratemyprofessors.com/professor/2252101,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Emily Weinert,https://www.ratemyprofessors.com/professor/2264455,0,0 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Meleah Hickman,https://www.ratemyprofessors.com/professor/2264456,1,4 ratings,Biology,Emory University,"0%
would take again",0%,"4.3
level of difficulty",4.3
John Kim,https://www.ratemyprofessors.com/professor/2265801,5,2 ratings,Economics,Emory University,"100%
would take again",100%,"4
level of difficulty",4
Ronald Young,https://www.ratemyprofessors.com/professor/2267213,5,1 ratings,Physical Education,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Daniel Reines,https://www.ratemyprofessors.com/professor/2267578,0,0 ratings,Medicine,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Laura McKee,https://www.ratemyprofessors.com/professor/2268861,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Laurel Snyder,https://www.ratemyprofessors.com/professor/2268862,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
William Wright,https://www.ratemyprofessors.com/professor/2268863,5,3 ratings,English,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
Brian Heston,https://www.ratemyprofessors.com/professor/2268865,0,0 ratings,Writing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Jeffrey Davis,https://www.ratemyprofessors.com/professor/2318334,4.7,7 ratings,Mathematics,Emory University,"100%
would take again",100%,"2.6
level of difficulty",2.6
Gene Gettler,https://www.ratemyprofessors.com/professor/2319260,5,2 ratings,Physical Education,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Shai Cohen,https://www.ratemyprofessors.com/professor/2323514,4.3,3 ratings,Languages,Emory University,"100%
would take again",100%,"2.3
level of difficulty",2.3
Michele Lampl,https://www.ratemyprofessors.com/professor/2325469,0,0 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Carol Anderson,https://www.ratemyprofessors.com/professor/2325471,0,0 ratings,History,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Sharon Weiner,https://www.ratemyprofessors.com/professor/2326302,4.7,3 ratings,Languages,Emory University,"100%
would take again",100%,"2.7
level of difficulty",2.7
Richard Berlin,https://www.ratemyprofessors.com/professor/2326356,5,1 ratings,Business,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Ryan Kendall,https://www.ratemyprofessors.com/professor/2326602,0,0 ratings,Women's Studies,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Matias Bascuñan,https://www.ratemyprofessors.com/professor/2326702,0,0 ratings,English,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Cynthia Blakeley,https://www.ratemyprofessors.com/professor/2327664,5,4 ratings,Humanities,Emory University,"100%
would take again",100%,"3.3
level of difficulty",3.3
Lauren Mattioli,https://www.ratemyprofessors.com/professor/2328101,5,1 ratings,Political Science,Emory University,"100%
would take again",100%,"3
level of difficulty",3
Laura Plantinga,https://www.ratemyprofessors.com/professor/2329714,2,1 ratings,Health Science,Emory University,"0%
would take again",0%,"2
level of difficulty",2
Violeta Espigares,https://www.ratemyprofessors.com/professor/2330521,0,0 ratings,Literature,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Jennifer Thompson,https://www.ratemyprofessors.com/professor/2331414,0,0 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Christina Rogers,https://www.ratemyprofessors.com/professor/2332455,0,0 ratings,Anthropology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Reda Mansour,https://www.ratemyprofessors.com/professor/2332588,5,2 ratings,Sociology,Emory University,"100%
would take again",100%,"1
level of difficulty",1
Chang Meng,https://www.ratemyprofessors.com/professor/2339281,2,1 ratings,Mathematics,Emory University,"0%
would take again",0%,"4
level of difficulty",4
Trent Ryan,https://www.ratemyprofessors.com/professor/2341846,0,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Stephen Reba,https://www.ratemyprofessors.com/professor/2347807,0,0 ratings,Law,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Laura Williams,https://www.ratemyprofessors.com/professor/2348375,0,0 ratings,Communication,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Yifeng Zhu,https://www.ratemyprofessors.com/professor/2348406,3,1 ratings,Economics,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Shamim Nemati,https://www.ratemyprofessors.com/professor/2348866,3,2 ratings,Computer Science,Emory University,"50%
would take again",50%,"3
level of difficulty",3
Rafael Mendoza,https://www.ratemyprofessors.com/professor/2349272,4,4 ratings,Spanish,Emory University,"75%
would take again",75%,"2.3
level of difficulty",2.3
Joshua Jayasundara,https://www.ratemyprofessors.com/professor/2349824,0,0 ratings,Sociology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
John Pothen,https://www.ratemyprofessors.com/professor/2349825,5,1 ratings,Sociology,Emory University,"100%
would take again",100%,"2
level of difficulty",2
Patricia Brennan,https://www.ratemyprofessors.com/professor/2351347,0,0 ratings,Psychology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Donna Maney,https://www.ratemyprofessors.com/professor/2353295,0,0 ratings,Psychology,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Bin Xu,https://www.ratemyprofessors.com/professor/2353967,3.8,6 ratings,Sociology,Emory University,"67%
would take again",67%,"2.8
level of difficulty",2.8
Bryan Jensen,https://www.ratemyprofessors.com/professor/2354184,0,0 ratings,Physical Education,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Rachel Kolb,https://www.ratemyprofessors.com/professor/2355517,4.7,3 ratings,English,Emory University,"67%
would take again",67%,"2.7
level of difficulty",2.7
Brenda Baker,https://www.ratemyprofessors.com/professor/2358216,0,0 ratings,Nursing,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Benjamin Davis,https://www.ratemyprofessors.com/professor/2358302,0,0 ratings,Philosophy,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Walter Escobar,https://www.ratemyprofessors.com/professor/2358410,0,0 ratings,Chemistry,Emory University,"N/A
would take again",N/A,"0
level of difficulty",0
Dawn Peterson,https://www.ratemyprofessors.com/professor/2358884,2,1 ratings,History,Emory University,"0%
would take again",0%,"4
level of difficulty",4
