,Class Number,Class title
2185,IDS 206,Foundations of Sustainability
2186,IDS 216W,Visual Culture
2187,IDS 220RW,ORDER Seminar What Does it Mean to be Human
2188,IDS 285W,"Intro.Interdisciplinary Topics Literatures, Genres, Media"
2189,IDS 290R,Interdisciplinary Sidecar Honing in on Hyphen.Identity
2190,IDS 290R,Interdisciplinary Sidecar Theater in a Cup
2191,IDS 290R,Interdisciplinary Sidecar Dilemmas of Power&Cooperation
2192,IDS 385,Special Topics Deconstructing Whiteness
2193,IDS 385,Special Topics UrbanCultural Hist.of Atlanta
2194,IDS 385,Special Topics History of Person in America
2195,IDS 385,Special Topics Culture of Free Speech Early A
2196,IDS 385,Special Topics Confusing Sense
2197,IDS 385,Special Topics The Russian Avantgarde
2198,IDS 385,Special Topics Ancient Thought
2199,IDS 385,Special Topics Ethics Around Eating Animals
2200,IDS 385W,Special Topics Post-Soviet Phantom of Empire
2201,IDS 385W,Special Topics Dostoevsky in English Translation
2202,IDS 385W,Special Topics
2203,IDS 390,Interdisciplinary Research Design
2204,IDS 391,Sustainability Capstone Seminar
2205,IDS 392,Capstone Development Studies
2206,IDS 485R,Internship for IDS
2207,IDS 490R,Supervised Reading and Study
2208,IDS 495RW,Honors
2209,IDS 499R,Senior Research
2210,ILA 799R,Research For Ph.D. Candidates
2211,IMP 597R,Laboratory Rotations
2212,IMP 699R,Advanced Graduate Research
2213,IMP 790R,Advanced Graduate Seminar
2214,IMP 799R,Dissertation Research
2215,INFO 530,Geographic Information Systems
2216,INFO 532,Geographic Information Systems for Public Health
2217,INFO 550,Software Engineering
2218,INFO 560R,Special Topics in Public Health Informatics Advanced GIS
2219,INFO 595,Applied Practice Experience
2220,INFO 597R,Directed Study
2221,INFO 598R,Capstone
2222,ISOM 350,Data and Decision Analytics
2223,ISOM 351,Process & Systems Management
2224,ISOM 353,Supply Chain Management
2225,ISOM 356,"Think, Code.Make"
2226,ISOM 358,Advanced Decision Analytics
2227,ISOM 400,Study Abroad ISOM Elective (General Elective)
2228,ISOM 401,Study Abroad ISOM Elective (Global Elective)
2229,ISOM 450,Foundations of Digital Enterp.
2230,ISOM 451,Making Effective Decisions
2231,ISOM 453,Operations Strategy
2232,ISOM 455,Forecast & Predictive Analytics
2233,ISOM 550,Data & Decision Analytics
2234,ISOM 551A,Processes and Systems Management
2235,ISOM 551D,Process & Systems Management
2236,ISOM 552,Technology & Adaptive Systems
2237,ISOM 553,Supply Chain Management
2238,ISOM 557,Management Science in Spreadsheets
2239,ISOM 572,IMPACT 360 Operations
2240,ISOM 653,Operations Strategy
2241,ISOM 655,Forecast & Predictive Analytics
2242,ISOM 663C,Problem Solving Bootcamp
2243,ISOM 671,Managing Big Data
2244,ISOM 676,Machine Learning II
2245,ISOM 689,CapstoneExperiential Course
2246,ISOM 751,Research Seminar in Information Systems II
2247,ISOM 753,Foundations of Operations Management
2248,D. KC,IT 999R
2249,ITAL 102,"Language & Culture, Elem. II"
2250,ITAL 202,"Language & Culture, Inter. II"
2251,ITAL 302W,Language & Culture; Adv. II
2252,ITAL 375,Tops in Ital Lit in Trans
2253,ITAL 375W,Tops in Ital Lit in Trans Novella Tradition Italy& China
2254,ITAL 397R,Supervised Reading
2255,JPE 610,Jones Program in Ethics Workshop Prophetic Redemp.-Incaceration
2256,JPE 610,Jones Program in Ethics Workshop Plagiarism
2257,JPE 610,Jones Program in Ethics Workshop Title IX Discussion
2258,JPE 610,"Jones Program in Ethics Workshop Emot.ArtPolit,Blk LivesMat."
2259,JPE 610,Jones Program in Ethics Workshop Make Rsrch Data Reproducible
2260,JPE 610,Jones Program in Ethics Workshop Remote Ethics Training
2261,JPE 610,Jones Program in Ethics Workshop How to Translate Academia
2262,JPE 610,Jones Program in Ethics Workshop Strange Fruit No More
2263,JPE 610,Jones Program in Ethics Workshop How to Translate Academia
2264,JPE 610,"Jones Program in Ethics Workshop Social Med, Acad, & Activism"
2265,JPE 610,Jones Program in Ethics Workshop Understanding Pronouns
2266,JPE 610,Jones Program in Ethics Workshop Sexual Harassment Training
2267,JPE 610,Jones Program in Ethics Workshop Remote Science & Human Rights
2268,JPE 610,Jones Program in Ethics Workshop Writing a Data Mgmt Plan
2269,JPE 610,Jones Program in Ethics Workshop Remote Zoom Recording AAAS
2270,JPE 610,Jones Program in Ethics Workshop Remote Zoom Recording DMP
2271,JPN 102,Elementary Japanese II
2272,JPN 202,Intermediate Japanese II
2273,JPN 234,Introduction to Japanese Linguistics
2274,JPN 270,Intro to Japanese Culture
2275,JPN 302W,Adv Conv & Composition II
2276,JPN 375,Topics in Jpn Studies
2277,JPN 397R,Directed Study
2278,JPN 402,Adv Language & Cultural Studies II
2279,JPN 451RW,Great Writers of Modern Japan Murakami Haruki
2280,JS 101,Introduction to Jewish Studies
2281,JS 190,Freshman Seminar Nostalgia &Alts. in Mod.Jewish
2282,JS 190,Freshman Seminar Intro to Jewish Literature
2283,JS 258,Anthropology of the Jews
2284,JS 271,Topics in Jewish History IsraelCase Study Nation Build
2285,JS 273,Topics in Jewish Rel & Culture Religion and American Law
2286,JS 273W,Topics in Jewish Rel & Culture Harvey Milk's Life &Afterlives
2287,JS 275W,Topics in Jewish Literature Lit.Expressions of Catastrophe
2288,JS 341,Medieval Jewish Thought
2289,JS 354RW,Ethics Ethics of Judaism
2290,JS 370,Topics in Jewish Religion & Culture Jewish Law
2291,JS 370W,"Topics in Jewish Religion & Culture Bioethics, Ethnography & RTech"
2292,JS 380,Special Topics in Jewish Studies Israel Public Diplomacy
2293,JS 383,The Arab-Israeli Conflict
2294,JS 422,Matza and Tortillas
2295,JS 430R,Modern Hebrew Literature
2296,JS 470W,Topics in Jewish Rel. & Cult. Jewish Assimilation in Germany
2297,JS 560R,Approaches To Jewish History
2298,KRN 101,Elementary Korean I
2299,KRN 102,Elementary Korean II
2300,KRN 190,Freshmen Seminar Korean Global Hist.of Letter Writing
2301,KRN 202,Intermediate Korean II
2302,KRN 227W,Food Media and Transnational Culture
2303,KRN 302,Advanced Korean II
2304,KRN 357,Topics in Korean Cinema
2305,KRN 374W,Choson Last Dynasty of Korea
2306,KRN 386,Special Topics Korean Korean Language and Society
2307,KRN 386,Special Topics Korean Modern Korea
2308,KRN 389,Special Topics Korean Proficiency throughFilm
2309,KRN 402,High Advanced Korean II
2310,LA 501,Intro to Relig. Leadership & Administration
2311,LA 650,Church Financial Leadership and Management
2312,LA 698,Special Topics in Leadership & Administration
2313,LACS 190,Freshman Seminar Latin American and Caribbean Studies LawJusticeEmpire Americas
2314,LACS 265W,Visitor Meets Native
2315,LACS 270,Topics Latin Americn Issues Health in Latin Amer. History
2316,LACS 363W,Sugar and Rum
2317,LACS 409,Medical Discourse in Latin America
2318,LACS 490R,Advanced Seminar in Latin and Caribbean Studies Brazilian Ideas Art & Culture
2319,LACS 497R,Independent Study
2320,LAT 102,Elementary Latin II
2321,LAT 202,Intermediate Latin Poetry
2322,LAT 312,Lyric Poetry
2323,LAT 495RW,Honors
2324,LAT 498R,Supervised Reading
2325,LAT 597R,Directed Readings
2326,LAW 500X,Business Associations
2327,LAW 520A,Contracts I
2328,GRAD,Meets
2329,LAW 525,Criminal Law
2330,LAW 530,Constitutional Law I
2331,LAW 535B,Introduction to Legal Advocacy
2332,LAW 545,Property
2333,LAW 560,"Am Legal Writing, Analysis & Research"
2334,GRAD,Meets
2335,LAW 560B,"American Legal Writing, Analysis & Research II"
2336,GRAD,Meets
2337,LAW 570A,Intro to Am. Legal System
2338,GRAD,Meets
2339,LAW 580A,SJD Research & Dissert. Development
2340,LAW 580B,SJD Research & Dissert. Development
2341,LAW 599,U.S. Culture and Language for Law
2342,GRAD,Meets
2343,LAW 599A,Professionalism Program
2344,OSP,Meets
2345,LAW 599E,Online Orientation & Residency
2346,LAW 599G,Residency Online Capstone
2347,OJM,Meets
2348,LAW 601,The First Amendment Freedom of Speech
2349,LAW 601A,First AmendmentFree Expression
2350,LAW 601B,First Amendment Religious Freedom
2351,LAW 604,Banking Law
2352,A. ELLIOTT,LAW 605
2353,LAW 606,Mediation Advocacy
2354,LAW 608,Intellectual Property
2355,LAW 609,International Commercial Arbitration Practicum
2356,LAW 610,Complex Litigation
2357,LAW 612,Commercial Law Sales
2358,LAW 613A,Law of Payment Systems
2359,LAW 617,Water Resources Law
2360,LAW 619,Adoption
2361,LAW 620L,European Union Law II
2362,LAW 621,Literature & JusticeWriters (and Their Art) on Trial Lit.& Justice-Writers on Trial
2363,CRSL,Meets
2364,LAW 622A,Const'l Crim ProcedureInvestigations
2365,LAW 622E,Criminal Competency and Responsibility Practicum
2366,LAW 622X,Crim. Pretrial Motions Practice WS
2367,LAW 624X,Environmental Law
2368,LAW 627,Islamic Law
2369,LAW 630A,Practical Lawyering Skills Pro Bono in Practice (Practicum)
2370,LAW 632X,Evidence
2371,LAW 633,Family Law
2372,LAW 635C,Barton Child Law & Pol Clinic
2373,LAW 635D,Barton Appeal for Youth Clinic
2374,LAW 636,Mergers and Acquisitions
2375,LAW 640L,Federal Income Tax Individual
2376,LAW 641,Tax Controversies
2377,LAW 642,Federal Income Tax Corporations
2378,LAW 650,Franchise Law
2379,LAW 656,Negotiations
2380,LAW 657H,Advanced Legal ResearchMastery-Case Law
2381,LAW 657I,Advanced Legal ResearchMastery-Regulatory Research
2382,LAW 658,Capital Defender Practicum
2383,LAW 659A,Doing Deals Contract Drafting
2384,LAW 659B,Doing Deals Deal Skills
2385,LAW 659C,Doing Deals Venture Capital
2386,LAW 659E,Doing Deals Accounting in Action
2387,LAW 659F,Doing Deals General Counsel
2388,LAW 659J,Doing Deals Mergers & Acqs
2389,LAW 659R,Doing Deals Representing Investment Funds
2390,LAW 664,Jewish Law
2391,LAW 668X,Employment Law
2392,LAW 671,Trial Techniques
2393,LAW 673,Securities BrokersDealers
2394,LAW 676,International Humanitarian Law
2395,LAW 676C,International Humanitarian Law Clinic
2396,LAW 679,Access to Justice
2397,LAW 686,Presidential Power and the Constitution
2398,LAW 690A,International Human Rights Law Practicum WGEID- United Nations
2399,LAW 690L,International Human Rights
2400,LAW 693,Sports Law
2401,LAW 697C,Turner Environ Law Clinic
2402,LAW 699,Kids in Conflict with Law
2403,LAW 699C,Juvenile Defender Clinic
2404,LAW 702,Antitrust
2405,LAW 709,Conflict Of Laws
2406,LAW 712,Corporate Finance
2407,LAW 720,Entertainment Law
2408,LAW 724,Transitional Justice
2409,LAW 727,Citizenship & Immigration Law
2410,LAW 729,State & Local Govt
2411,LAW 732,International Law
2412,LAW 732C,Transnational Criminal Litigation
2413,LAW 734,Analytical MethodsLawyers
2414,LAW 736,Health Law
2415,LAW 736A,Law in Public Health
2416,LAW 743,Child Law & Policy Research
2417,LAW 747,Legal Profession
2418,LAW 755A,Advanced Pretrial Lit
2419,LAW 756,Patent Practice and Procedure
2420,LAW 761C,Foreign & comparative Law Research
2421,LAW 806A,Seminar Right to go to War
2422,LAW 810,Seminar Hate Speech and Free Speech
2423,LAW 821,SEM Corporate Governance
2424,LAW 823,Seminar Family Law Partners to Parents
2425,LAW 825,Seminar Equality Equality at Emory
2426,LAW 833,SEM Law & Vulnerability
2427,LAW 837,SEM Animal Law
2428,LAW 840,SEM Children's Rights
2429,LAW 842A,Advanced International Negotiations
2430,LAW 844,SEM Judicial Behavior
2431,LAW 851,Advanced Legal Writing Blogging & Social Media
2432,LAW 852,Adv'd Criminal Trial Advocacy
2433,LAW 854,Rights of Prisoners
2434,LAW 860,Seminar Law & Development
2435,LAW 860A,Colloquium Series Workshop
2436,LAW 863,SEM Constitutional RightsConstitutional Controversies
2437,LAW 870A,EXTERN Public Interest
2438,LAW 870B,EXTERN Public Policy & Leg
2439,LAW 870C,EXTERN Govt Counsel
2440,LAW 870D,EXTERN Civil Litigation
2441,LAW 870E,EXTERN Judicial
2442,LAW 870F,EXTERN Corporate Counsel
2443,LAW 870G,EXTERN Prosecution
2444,LAW 870H,EXTERN Criminal Defense
2445,LAW 870I,EXTERN Advanced
2446,LAW 870K,Landlord Tenant Mediation Practicum
2447,LAW 876,Business Immigration Law
2448,LAW 880,Doing Deals Transactional Negotiation Team
2449,LAW 881E,Emory Corporate Governance and Accountability Review
2450,LAW 882,Mock Trial
2451,LAW 883,Bankruptcy Develop JournalSecond Year
2452,LAW 884,Bankruptcy Develop JournalThird
2453,LAW 885,Emory Law JournalSecond Year
2454,LAW 886,Emory Law JournalThird Year
2455,LAW 887,Moot Court
2456,LAW 887A,Moot Court
2457,LAW 888,Int'l Law ReviewThird Year
2458,LAW 889,Int'l Law ReviewSecond Year
2459,LAW 890A,Funds of Innov II
2460,LAW 895,Law and Religion Journal Second Year
2461,LAW 896,Law and Religion Journal Third Year
2462,LAW 897,Directed ResearchSpecific Topics
2463,LAW 897B,Dir. Research Specific Topics
2464,LAW 898B,Directed Study
2465,NAIM,Meets
2466,LAW 910,SJD Research - G1
2467,LAW 920,SJD Research - G2
2468,LAW 930,SJD Research - G3
2469,LAW 942,Federal Income Tax Partnerships
2470,LAW 945,Prospectus Defense
2471,LAW 958,Civil Trial Pract Family Law
2472,LAW 959,Courtroom PersuasionDrama I
2473,LING 201,Foundations of Linguistics
2474,LING 212W,Structure of Human Language
2475,LING 234,Introduction to Japanese Linguistics
2476,LING 303,Phonetics The Sounds of Spanish
2477,LING 304,Introduction to Spanish Linguistics
2478,LING 317,Psycholinguistics
2479,LING 328,Historical Ling & Lang Change
2480,LING 329,Computational Linguistics
2481,LING 340,Topics in Sociolinguistics African American Language
2482,LING 342,Language Prejudice
2483,LING 385,Special Topics in Linguistics Multilingual Atlanta
2484,LING 385,Special Topics in Linguistics Korean Language and Society
2485,LING 401W,"Language, Mind & Society"
2486,LING 409,Medical Discourse in Latin America
2487,LING 410,Topics in Spanish Linguistics Spanish in the US
2488,LING 446W,BigSmall Data and Visualization
2489,LING 485,Advanced Topics in Linguistics Field Methods in Linguistics
2490,LING 495BW,Honors Directed Research
2491,LING 499R,Directed Research
2492,M 653,World Evangelism in an Age of Empire
2493,M 655,The Church on the Border
2494,M 690,General Board of Global Ministries Seminarian in Residence
2495,M 697,Mission Regional Seminar Sri Lanka
2496,M 698,Special Topics in Mission Re-imagining Christian Mission
2497,M 698,Special Topics in Mission Holy Land Travel Seminar
2498,M 699,Directed Study
2499,M2M 700,Human Health Molecules to Mankind
2500,MATH 111,Calculus I
2501,MATH 112,Calculus II
2502,MATH 116,Life Sciences Calculus II
2503,MATH 210,Advanced Calculus for Data Sciences
2504,MATH 211,Advanced Calculus (Multivariable)
2505,MATH 212,Differential Equations
2506,MATH 221,Linear Algebra
2507,MATH 250,Foundations of Mathematics
2508,MATH 276,Honors Vector Calculus
2509,MATH 297,Directed Study
2510,MATH 315,Numerical Analysis
2511,MATH 321,Abstract Vector Spaces
2512,MATH 346,Linear Optimization
2513,MATH 347,Non-Linear Optimization
2514,MATH 351,Partial Differential Equations
2515,MATH 362,Mathematical Statistics II
2516,MATH 362W,Probability and Statistics II
2517,MATH 385W,Topics in Mathematics PIC Math (Prep. Ind.Careers)
2518,MATH 412,Real Analysis II
2519,MATH 422,Abstract Algebra II
2520,MATH 425,Mathematical Economics
2521,MATH 495RW,Honors
2522,MATH 497R,Directed Study
2523,MATH 512,Analysis II
2524,MATH 516,"Numerical Analysis, II"
2525,MATH 522,Algebra II
2526,MATH 524,Algebraic Geometry
2527,MATH 532,Graph Theory II
2528,MATH 546,Intro to Differential Geometry II
2529,MATH 550,Functional Analysis
2530,MATH 577R,Seminar In Combinatorics
2531,MATH 578R,Seminar In Algebra
2532,MATH 579R,Seminar In Analysis
2533,MATH 590,Teaching Seminar
2534,MATH 597R,Directed Study
2535,MATH 789,Topics in Analysis
2536,MATH 797R,Directed Study
2537,MATH 799R,Research
2538,MBC 600,Research Group Seminar
2539,MC 999R,McAfee Coursework
2540,MD 545,Foundations Prologue II Human Disease
2541,MD 550,Foundation Skin Muscle Bones Joints
2542,MD 555,Foundation Pulmonary
2543,MD 560,Foundation Cardiovascular
2544,MD 565,Foundation Gastrointestinal
2545,MD 580,Evidence Based Medicine
2546,MD 635,Foundation Review Self Study
2547,MD 639,Essentials of Patient Care (EPC)
2548,MD 642,Ethics in Medicine
2549,MD 705,Application Adult Primary Care
2550,MD 706,Application Pediatric Primary Care
2551,MD 710,Application Internal Medicine
2552,MD 715,Application Neurology
2553,MD 720,Application ObstetricsGynecology
2554,MD 725,Application Pediatrics
2555,MD 730,Application Psychiatry
2556,MD 735,Application Surgery
2557,MD 740,Application Anesthesiology
2558,MD 741,Application Dermatology
2559,MD 742,Application Palliative Medicine
2560,MD 743,Application Ophthalmology
2561,MD 745,Application Radiology
2562,MD 748,Application Becoming a Doctor IV
2563,MD 749,Applications Essentials of Patient Care (EPC) II
2564,MD 750,Applications Ethics in Medicine
2565,MD 755,Integration I
2566,MD 756,Integration II
2567,MD 757,Integration III
2568,MD 800,Discovery Phase
2569,MD 840,General Course Elective
2570,MD 905,Translation Senior Medicine Sub-Internship
2571,MD 906,TRANS Sr Surg Sub-Internship
2572,MD 907,Translation Senior Pediatric Sub-Internship
2573,MD 910,Translation Critical Care
2574,MD 915,Translation Emergency Medicine
2575,MD 920,Translation Elective
2576,MD 920,Translation Elective Adv.Gen.Diagnostic Radiology
2577,RA10,Meets
2578,MD 920,Translation Elective Advanced NeuroSleep Disorders
